course,link,nutrition
starter,http://www.italianfoodforever.com/2008/05/pan-roasted-brussel-sprouts/,
main,http://www.italianfoodforever.com/2015/03/brussels-sprouts-pizza-with-guanciale-kalamata-olives/,
starter,http://www.italianfoodforever.com/2011/11/oven-roasted-brussels-sprouts/,
dessert,http://www.italianfoodforever.com/2011/04/banana-coconut-bread/,
dessert,http://www.italianfoodforever.com/2012/10/blackberry-pear-crisp/,
dessert,http://www.italianfoodforever.com/2012/09/wild-blackberry-lemon-quick-bread/,
dessert,http://www.italianfoodforever.com/2011/08/blackberry-apple-cake/,
dessert,http://www.italianfoodforever.com/2012/08/blackberry-snack-cake/,
dessert,http://www.italianfoodforever.com/2014/02/apple-olive-oil-cake/,
dessert,http://www.italianfoodforever.com/2016/09/spiced-pumpkin-apple-cake/,
dessert,http://www.italianfoodforever.com/2016/11/fall-harvest-salad-with-butternut-squash-kale-apples-cranberries/,
salad,http://www.italianfoodforever.com/2017/01/broccoli-apple-salad/,
salad,http://www.italianfoodforever.com/2017/01/celery-root-green-apple-salad/,
dessert,http://www.italianfoodforever.com/2017/08/applesauce-bran-muffins/,
dessert,http://www.italianfoodforever.com/2018/05/einkorn-apple-cinnamon-bars/,
dessert,http://www.italianfoodforever.com/2018/07/umbrian-apple-cinnamon-cake/,
dessert,http://www.italianfoodforever.com/2013/09/apple-farro-muffins/,
dessert,http://www.italianfoodforever.com/2011/11/pumpkin-tiramisu/,
dessert,http://www.italianfoodforever.com/2011/11/4763/,
dessert,http://www.italianfoodforever.com/2011/11/2975/,
starter,http://www.italianfoodforever.com/2014/10/pumpkin-focaccia-with-fresh-sage-sea-salt/,
soup,http://www.italianfoodforever.com/2017/09/spiced-pumpkin-soup/,
starter,http://www.italianfoodforever.com/2016/11/pumpkin-gingerbread-loaf/,
dessert,http://www.italianfoodforever.com/2017/10/chocolate-pumpkin-bundt-cake/,
dessert,http://www.italianfoodforever.com/2017/12/pumpkin-bran-muffins/,
soup,http://www.italianfoodforever.com/2009/10/roasted-pumpkin-and-pear-soup/,
main,http://www.italianfoodforever.com/2018/07/potatoes-with-tomatoes-and-basil/,
dessert,http://www.italianfoodforever.com/2010/01/lemon-blueberry-quick-loaf/,
starter,http://www.italianfoodforever.com/2008/06/lemon-bread/,
dessert,http://www.italianfoodforever.com/2009/07/lemon-lavender-gelato/,
starter,http://www.italianfoodforever.com/2014/05/lemon-olive-oil-rosemary-loaf/,
main,http://www.italianfoodforever.com/2016/03/pan-fried-potato-gnocchi-with-lemon/,
dessert,http://www.italianfoodforever.com/2016/04/lemon-ricotta-cheesecake-with-blueberry-sauce/,
dessert,http://www.italianfoodforever.com/2016/09/lemon-thyme-butter-cookies/,
dessert,http://www.italianfoodforever.com/2017/11/lemon-olive-oil-biscotti-with-almonds/,
salad,http://www.italianfoodforever.com/2018/06/grilled-warm-potato-salad/,
Appetiser,http://www.italianfoodforever.com/2012/05/spinach-ricotta-cheese-savory-tart/,
Appetiser,http://www.italianfoodforever.com/2014/01/spinach-puffs/,
Main,http://www.italianfoodforever.com/2014/04/spinach-rice-crustless-pie/,
Appetiser,http://www.italianfoodforever.com/2016/07/sunflower-spinach-puff-pastry-tart/,
Sauce,http://www.italianfoodforever.com/2017/05/braised-artichokes-in-tomato-Sauce/,
Appetiser,http://www.italianfoodforever.com/2019/01/sauteed-garlicky-spinach/,
Main,http://www.italianfoodforever.com/2012/08/grilled-peppers-onions/,
Main,http://www.italianfoodforever.com/2011/01/barley-stuffed-peppers/,
Main,http://www.italianfoodforever.com/2008/05/stuffed-peppers/,
Main,http://www.italianfoodforever.com/2014/09/creamy-mushroom-risotto-with-thyme-mascarpone-cheese/,
Main,http://www.italianfoodforever.com/2008/06/stuffed-onions/,
Main,http://www.italianfoodforever.com/2009/06/roasted-onions/,
Main,https://www.italianfoodforever.com/2014/02/cheesy-potato-broccoli-torta/,
Main,https://www.italianfoodforever.com/2010/02/broccoli-bisque-with-gremolata/,
Main,https://www.italianfoodforever.com/2008/08/roasted-broccoli/,
Salad,https://www.italianfoodforever.com/2018/06/broccoli-blueberry-mango-Salad/,
Main,http://www.italianfoodforever.com/2014/08/zucchini-corn-fritters/,
Appetiser,http://www.italianfoodforever.com/2018/05/grilled-corn/,
Main,http://www.wholesomelicious.com/vegetable-garden-pasta/,
Main,https://theblondcook.com/baked-italian-zucchini-tomatoes-and-onions/,
Main,https://www.bowlofdelicious.com/italian-vegetarian-stuffed-mushrooms/,
Soup,https://www.bowlofdelicious.com/mushroom-brie-Soup/,
Appetiser,http://www.italianfoodforever.com/2008/06/roasted-beets/,
Appetiser,http://www.italianfoodforever.com/2018/01/roasted-carrots-beets-with-carrot-top-pesto/,
Appetiser,http://www.italianfoodforever.com/2013/03/farro-Salad-with-roasted-beets-goat-cheese-walnuts/,
Appetiser,http://www.italianfoodforever.com/2012/02/orange-anise-roasted-beets/,
Appetiser,http://www.italianfoodforever.com/2008/07/sweet-and-sour-roasted-beets-and-onions/,
Salad,http://www.italianfoodforever.com/2008/05/bitter-greens-Salad-with-roasted-beets-and-orange-vinaigrette/,
Appetiser,http://www.italianfoodforever.com/2017/10/brussels-sprouts-with-grapes-walnuts/,
Main,http://www.italianfoodforever.com/2014/10/brussels-sprouts-gratin/,
Salad,http://www.italianfoodforever.com/2014/10/fall-farro-Salad-with-roasted-brussels-sprouts-pumpkin-cranberries-walnuts/,
Main,http://www.italianfoodforever.com/2015/02/brussels-sprouts-guanciale-pasta/,
Appetiser,http://www.italianfoodforever.com/2008/05/pan-roasted-brussel-sprouts/,
Main,http://www.italianfoodforever.com/2015/03/brussels-sprouts-pizza-with-guanciale-kalamata-olives/,
Appetiser,http://www.italianfoodforever.com/2011/11/oven-roasted-brussels-sprouts/,
Dessert,http://www.italianfoodforever.com/2011/04/banana-coconut-bread/,
Dessert,http://www.italianfoodforever.com/2012/10/blackberry-pear-crisp/,
Dessert,http://www.italianfoodforever.com/2012/09/wild-blackberry-lemon-quick-bread/,
Dessert,http://www.italianfoodforever.com/2011/08/blackberry-apple-cake/,
Dessert,http://www.italianfoodforever.com/2012/08/blackberry-snack-cake/,
Dessert,http://www.italianfoodforever.com/2014/02/apple-olive-oil-cake/,
Dessert,http://www.italianfoodforever.com/2016/09/spiced-pumpkin-apple-cake/,
Dessert,http://www.italianfoodforever.com/2016/11/fall-harvest-Salad-with-butternut-squash-kale-apples-cranberries/,
Salad,http://www.italianfoodforever.com/2017/01/broccoli-apple-Salad/,
Salad,http://www.italianfoodforever.com/2017/01/celery-root-green-apple-Salad/,
Dessert,http://www.italianfoodforever.com/2017/08/appleSauce-bran-muffins/,
Dessert,http://www.italianfoodforever.com/2018/05/einkorn-apple-cinnamon-bars/,
Dessert,http://www.italianfoodforever.com/2018/07/umbrian-apple-cinnamon-cake/,
Dessert,http://www.italianfoodforever.com/2013/09/apple-farro-muffins/,
Dessert,http://www.italianfoodforever.com/2011/11/pumpkin-tiramisu/,
Dessert,http://www.italianfoodforever.com/2011/11/4763/,
Dessert,http://www.italianfoodforever.com/2011/11/2975/,
Appetiser,http://www.italianfoodforever.com/2014/10/pumpkin-focaccia-with-fresh-sage-sea-salt/,
Soup,http://www.italianfoodforever.com/2017/09/spiced-pumpkin-Soup/,
Appetiser,http://www.italianfoodforever.com/2016/11/pumpkin-gingerbread-loaf/,
Dessert,http://www.italianfoodforever.com/2017/10/chocolate-pumpkin-bundt-cake/,
Dessert,http://www.italianfoodforever.com/2017/12/pumpkin-bran-muffins/,
Soup,http://www.italianfoodforever.com/2009/10/roasted-pumpkin-and-pear-Soup/,
Main,http://www.italianfoodforever.com/2018/07/potatoes-with-tomatoes-and-basil/,
Dessert,http://www.italianfoodforever.com/2010/01/lemon-blueberry-quick-loaf/,
Appetiser,http://www.italianfoodforever.com/2008/06/lemon-bread/,
Dessert,http://www.italianfoodforever.com/2009/07/lemon-lavender-gelato/,
Appetiser,http://www.italianfoodforever.com/2014/05/lemon-olive-oil-rosemary-loaf/,
Main,http://www.italianfoodforever.com/2016/03/pan-fried-potato-gnocchi-with-lemon/,
Dessert,http://www.italianfoodforever.com/2016/04/lemon-ricotta-cheesecake-with-blueberry-Sauce/,
Dessert,http://www.italianfoodforever.com/2016/09/lemon-thyme-butter-cookies/,
Dessert,http://www.italianfoodforever.com/2017/11/lemon-olive-oil-biscotti-with-almonds/,
Salad,http://www.italianfoodforever.com/2018/06/grilled-warm-potato-Salad/,
Appetiser,http://www.italianfoodforever.com/2018/12/holiday-green-beans-with-toasted-almonds-pomegranate-arils/,
Soup,http://www.italianfoodforever.com/2018/03/creamy-roasted-carrot-Soup/,
Appetiser,http://www.italianfoodforever.com/2018/04/muti-colored-roasted-herbed-carrots/,
Appetiser,http://www.italianfoodforever.com/2012/03/roasted-baby-carrots-with-orange-honey/,
Dessert,http://www.italianfoodforever.com/2014/12/creamy-carrot-risotto/,
Salad,http://www.italianfoodforever.com/2015/02/beet-apple-carrot-Salad/,
Appetiser,http://www.italianfoodforever.com/2016/03/caramelized-roasted-carrots-with-parsley-almond-pesto/,
Appetiser,http://www.italianfoodforever.com/2017/11/roasted-carrots-parsnips/,
Dessert,http://www.italianfoodforever.com/2018/08/lemony-zucchini-blueberry-buttermilk-bread-a-loss-in-the-family/,
Main,http://www.italianfoodforever.com/2018/03/cheesy-baked-pasta-with-cauliflower/,
Appetiser,http://www.italianfoodforever.com/2008/05/oven-roasted-cauliflower/,
Appetiser,http://www.italianfoodforever.com/2011/04/cheesy-cauliflower-puree/,
Soup,http://www.italianfoodforever.com/2013/10/creamy-roasted-red-pepper-cauliflower-Soup/,
Soup,http://www.italianfoodforever.com/2013/11/roasted-cauliflower-Soup/,
Appetiser,http://www.italianfoodforever.com/2014/06/baked-breaded-cheesy-cauliflower/,
Appetiser,http://www.italianfoodforever.com/2016/01/roasted-cauliflower-with-lemon-parsley-dressing/,
Appetiser,http://www.italianfoodforever.com/2017/04/parmesan-roasted-cauliflower/,
Soup,http://www.italianfoodforever.com/2018/02/cabbage-farro-Soup/,
Appetiser,http://www.italianfoodforever.com/2015/04/barley-lentil-stuffed-cabbage-rolls-vegetarian/,
Dessert,http://www.italianfoodforever.com/2016/06/banana-zucchini-bread/,
Dessert,http://www.italianfoodforever.com/2018/04/dirty-chai-banana-muffins/,
Dessert,http://www.italianfoodforever.com/2012/02/banana-oat-muffins-with-dark-chocolate-chips/,
Dessert,http://www.italianfoodforever.com/2012/01/strawberry-banana-muffins/,
Main,https://spicysouthernkitchen.com/okra-parmigiana-recipe/,
Appetiser,https://mylifecookbook.com/italian-okra-beans/,
Appetiser,https://www.allrecipes.com/recipe/18077/garlicky-beet-delight/,
Salad,https://www.epicurious.com/recipes/food/views/italian-parsley-and-beet-Salad-354973,
Appetiser,https://www.parsnipsandpastries.com/vegan-italian-stuffed-peppers-2/,
Appetiser,https://www.pastabased.com/vegan-stuffed-peppers/,
Appetiser,http://www.italianfoodforever.com/2013/05/spring-peas-with-mint/,
Soup,http://www.italianfoodforever.com/2019/01/creamy-tomato-basil-Soup/,
Dessert,http://www.italianfoodforever.com/2018/08/strawberry-rhubarb-bars/,
Dessert,http://www.italianfoodforever.com/2014/03/strawberry-tiramisu/,
Dessert,http://www.italianfoodforever.com/2011/07/strawberry-balsamic-panna-cotta/,
Dessert,http://www.italianfoodforever.com/2017/01/raspberry-cake-with-almond-streusel/,
Dessert,http://www.italianfoodforever.com/2017/03/rose-raspberry-panna-cotta/,
Dessert,http://www.italianfoodforever.com/2016/02/raspberry-orange-muffins/,
Dessert,http://www.italianfoodforever.com/2014/09/peach-cantaloupe-jam/,
Main,https://stephaniesain.com/vegetarian-pineapple-pizza/,
Dessert,https://bakeatmidnite.com/no-bake-italian-cake/,
Dessert,https://anitalianinmykitchen.com/easy-pineapple-coconut-squares/,
Dessert,https://anitalianinmykitchen.com/peach-upside-down-cake/,
Dessert,https://www.chocolatemoosey.com/2014/05/19/watermelon-italian-ice/,
Salad,https://toriavey.com/toris-kitchen/watermelon-feta-salad-with-mint/,
Dessert,https://www.thespruceeats.com/zingy-passion-fruit-tart-recipe-435685,
Salad Dressing,https://www.thespruceeats.com/passion-fruit-salad-dressing-3029635,
Appetiser,http://www.italianfoodforever.com/2011/10/marinated-olives/,
Appetiser,http://www.italianfoodforever.com/2016/04/bruschetta-with-white-bean-puree-olives-fresh-thyme/,
Sauce,http://www.italianfoodforever.com/2015/09/piedicolle-special-sauce-green-olive-sauce-for-grilled-meat/,
Dessert,http://www.italianfoodforever.com/2010/05/lemon-ricotta-cake/,
Dessert,http://www.italianfoodforever.com/2018/07/michigan-blueberry-lemon-thyme-muffins/,
Dessert,http://www.italianfoodforever.com/2016/04/lemon-ricotta-cheesecake-with-blueberry-sauce/,
Soup,http://www.italianfoodforever.com/2018/02/cabbage-farro-soup/,
Appetiser,https://foodal.com/recipes/gluten-free/cabbage-mushroom-risotto/,
